String0,56,99,18,72,24,36,85,23,100,69,58,100,19,74
String1,75,47,87,100,100,91,80,72,60,53,40,35,20,19
String4,17,100,74,6,36,77,37,100,63,73,95,71,47,75
String5,41,96,17,76,50,37,31,34,1,86,49,98,100,100
String3,20,82,62,100,100,81,68,54,82,50,89,19,42,13
String2,12,78,40,100,74,77,52,41,13,14,17,50,8,100
String0,18,73,73,10,24,54,100,22,95,71,52,100,5,84
String6,97,100,41,90,4,58,22,52,100,22,49,38,8,13
String8,57,63,100,100,91,36,53,95,16,2,5,36,91,67
String5,30,81,87,100,100,98,37,86,46,54,99,32,59,2
String0,12,61,20,44,92,23,100,64,70,100,15,92,52
String3,84,50,100,72,79,37,52,51,41,100,27,62,3,3
String7,100,61,100,100,93,63,64,36,33,14,9,29,47,42
String8,100,79,67,100,26,76,41,38,47,8,38,38,96,58
String5,37,91,84,100,100,96,52,87,32,57,74,38,41,1
String6,100,100,58,83,31,55,17,24,43,80,19,50,43,39
String8,94,79,40,100,13,65,59,30,67,17,45,52,100,83
String8,82,75,56,100,12,22,22,41,92,73,84,100,2,80
String9,80,100,36,100,58,80,65,82,82,47,100,14,53,7
String0,35,76,42,11,65,5,100,41,97,85,49,100,9,69
String4,34,100,21,76,35,43,30,91,29,100,41,74,46,67
String1,75,31,72,67,84,100,100,94,82,80,54,68,27,56
String9,90,71,100,100,25,85,10,50,80,62,99,53,64,17
String7,97,42,100,67,71,53,35,34,16,23,40,42,100,42
String0,38,94,4,63,20,41,84,19,100,60,77,98,32,100
String6,72,100,38,88,2,57,19,51,100,20,55,34,12,7
String3,26,79,69,100,92,85,56,56,90,42,100,15,51,2
String3,8,77,47,100,100,96,71,66,100,46,99,13,46,13
String2,31,73,55,100,55,53,33,14,30,11,65,1,100,1
String4,46,100,21,85,60,24,42,68,44,100,49,76,25,58
String1,41,69,76,100,73,81,57,39,46,10,50,9,100,10
String6,32,100,12,76,48,1,21,39,100,9,64,21,18,3
String5,16,90,9,61,50,35,23,5,35,81,48,97,100,100
String5,21,88,57,88,58,88,18,15,8,42,12,83,100,100
String7,100,54,98,91,85,71,52,62,17,74,100,32,42,37
String0,47,93,1,67,16,53,100,32,95,81,42,100,7,62
String0,38,51,8,66,19,42,87,26,100,71,61,100,16,84
String9,95,92,50,100,21,77,74,87,100,86,69,56,37,26
String5,18,88,2,54,40,25,2,30,20,70,45,100,100,93
String6,39,100,23,82,52,1,21,48,100,16,70,42,6,55
String4,22,100,1,66,33,50,32,100,36,82,63,77,30,71
String7,3,96,53,100,81,68,83,28,72,100,34,51,41,43
String1,65,38,79,62,100,72,86,77,65,79,43,83,21,100
String0,19,81,41,12,54,1,88,29,100,71,72,100,31,91
String1,60,38,80,80,100,100,92,80,69,65,46,55,23,55
String9,40,72,16,50,96,69,70,100,73,65,57,100,47,94
String6,100,100,63,78,28,53,27,4,60,1,78,22,24,21
String2,33,58,19,90,78,100,91,62,51,28,2,37,1,100
String0,14,91,9,52,28,10,74,100,38,86,81,43,100,80
String3,20,85,62,100,71,72,45,52,98,47,100,17,53
String0,9,100,66,20,25,61,100,21,93,64,54,91,9,76
String8,42,83,60,53,89,11,13,33,77,57,100,92,18,100
String0,4,63,12,15,52,92,15,100,63,72,100,28,97,62
String3,38,94,90,100,94,79,59,57,68,33,100,12,54,1
String0,22,55,10,60,18,46,89,28,100,70,68,100,29,69
String0,27,100,58,12,5,62,100,39,97,91,48,97,18,53
String5,43,94,15,66,52,38,20,5,35,83,42,100,100,98
String4,87,37,100,19,70,5,42,88,49,100,58,84,28,88
String6,73,98,35,100,59,13,71,8,100,45,29,41,9
String0,15,73,34,30,81,1,100,38,87,78,44,100,16,68
String6,85,100,30,84,5,54,22,48,100,21,66,47,37
String8,88,24,68,76,33,43,29,32,84,66,100,100,8,89
String9,50,97,72,68,100,100,42,86,93,72,89,48,70,7
String4,42,100,9,79,46,48,31,100,46,89,52,46,30,19
String5,7,100,56,51,37,39,9,15,5,62,42,92,100,96
String6,100,77,92,100,49,76,18,48,15,38,75,23,29,27
String2,44,66,67,100,80,62,47,25,5,3,50,4,100,7
String9,37,100,48,57,74,97,27,97,80,68,100,26,49,22
String8,100,89,40,83,63,40,84,7,53,53,80,100,3,78
String5,45,93,60,75,69,89,29,19,15,43,26,93,100,100
String0,45,100,10,67,7,16,56,100,31,91,79,38,95,61
String0,13,68,15,30,42,86,19,100,56,84,90,33,100,73
String0,49,83,8,57,17,51,93,28,100,70,61,100,8,86
String4,16,100,78,5,54,41,32,93,39,100,48,91,24,89
String7,22,93,95,50,97,100,100,67,81,43,56,28,28,30
String3,52,91,72,100,87,70,57,43,100,45,90,15,43,12
String9,96,100,52,95,48,76,96,98,100,85,71,54,39,25
String2,29,73,56,100,68,71,45,38,11,12,8,50,6,100
String5,14,94,4,63,43,36,36,10,27,72,47,92,100,100
String9,53,87,32,47,98,64,69,100,58,69,100,61,71,3
String0,68,100,24,83,41,13,60,3,99,30,100,71,55,89
String6,100,98,60,100,29,73,10,41,6,6,46,46,27,30
String0,100,70,58,100,10,75,24,48,100,19,97,68,45,81
String6,84,100,59,99,16,72,42,20,12,100,94,22,4,27
String6,100,100,53,81,25,54,11,25,38,99,8,65,29,25
String1,42,30,56,59,72,86,94,100,100,80,68,62,35,53
String4,67,100,30,90,57,41,40,100,53,98,67,66,34,40
String0,73,85,31,65,52,9,100,57,82,100,81,78,38,25
String0,28,82,39,30,80,5,100,54,70,99,22,100,7,50
String6,86,100,48,79,13,52,22,45,100,16,76,40,6,35
String2,40,79,61,100,78,72,46,41,16,1,5,61,1,100
String9,100,88,69,100,20,84,70,86,93,71,70,44,38,19
String5,30,98,16,60,53,28,46,13,29,68,27,95,100,100
String3,2,78,46,99,100,100,77,76,94,38,94,41,3,28
String1,42,34,57,64,79,95,100,100,85,81,57,62,28,45
String4,19,100,4,77,51,46,36,100,47,96,49,87,23,77
String2,3,66,16,100,27,69,14,32,33,5,67,10,100,11
String4,47,100,40,82,18,49,19,53,20,92,34,94,35,100
String1,29,38,61,60,92,83,100,100,73,76,49,50,25,25
String1,63,41,77,79,94,100,100,85,74,75,48,71,22,82
String1,52,52,83,97,100,91,55,84,10,21,21,7,100,7
String6,65,100,24,84,48,9,10,61,100,24,58,47,2,46
String1,88,80,12,80,100,100,100,91,65,68,29,46,6,23
String9,13,80,53,71,100,100,23,99,71,81,74,74,40,47
String8,79,51,59,100,29,51,22,26,51,60,73,94,9,100
String4,72,100,38,84,13,63,40,40,28,88,31,100,22,84
String7,100,67,100,86,72,56,37,34,6,33,32,45,100,46
String3,37,84,69,100,96,87,55,61,88,38,100,9,51,3
String1,100,73,97,95,80,100,64,95,48,82,31,64,15,23
String9,59,77,74,100,100,17,93,7,71,82,68,45,35,20
String7,2,85,31,100,76,74,62,37,47,100,8,68,30,41
String4,13,100,76,28,53,94,56,100,76,93,66,94,33,91
String3,21,75,40,100,85,94,67,63,100,43,95,11,47,13
String0,48,100,15,83,39,23,1,71,100,34,86,77,44,98
String7,24,100,100,99,93,78,64,48,39,17,19,31,72,38
String5,45,85,93,100,100,98,48,88,7,62,48,48,48,18
String8,54,93,88,54,46,70,5,9,54,52,100,96,7,100
String3,46,83,87,100,100,79,75,54,90,36,100,13,49,12
String6,84,100,46,98,13,60,19,53,100,32,33,36,10,4
String5,26,74,19,49,64,21,20,1,25,64,45,87,100,100
String1,39,62,78,88,79,100,57,64,38,30,34,4,100
String5,14,100,1,54,51,47,36,14,6,71,42,93,100,97
String1,65,43,76,93,96,100,100,71,75,48,50,26,25,5
String1,70,53,88,64,100,62,78,70,57,83,36,100,14,98
String1,67,16,80,64,100,85,99,85,74,89,49,95,24,100
String9,88,99,45,82,78,75,90,100,100,68,93,36,59,9
String4,30,100,16,84,51,28,26,80,33,100,65,79,34,68
String5,24,100,14,55,72,52,54,8,2,58,35,95,100,99
String7,78,18,96,59,95,100,100,86,82,66,56,52,29,47
String7,91,46,100,85,80,91,40,88,99,22,100,52,50,49
String7,21,92,85,100,90,67,67,34,49,26,27,43,100,42
String0,31,95,5,61,23,32,77,18,100,51,82,85,37,100
String3,19,73,54,91,100,100,99,78,86,52,78,26,43,8
String6,98,100,52,77,18,52,25,25,100,5,97,29,23,22
String9,79,74,21,67,15,92,71,100,100,75,73,45,36,18
String6,100,100,59,79,26,54,2,28,1,58,58,21,19
String9,19,86,35,72,95,94,100,60,78,100,52,67,26,26
String0,16,59,31,31,78,15,100,55,87,98,40,100,6,67
String9,83,86,44,100,74,58,67,100,94,89,63,77,31,75
String7,97,43,100,58,62,41,17,26,8,36,54,34,100,33
String1,70,63,80,90,100,100,89,100,67,92,44,84,22,71
String0,30,100,4,67,24,30,66,11,95,41,100,82,64,93
String5,100,96,71,100,42,79,49,56,91,51,82,16,42,1
String0,47,100,19,67,30,20,68,5,100,33,91,72,50,88
String5,100,100,64,98,26,85,36,63,76,58,75,24,42,1
String1,29,47,59,71,100,100,90,81,74,50,66,18,99,7
String9,89,87,38,100,17,78,80,77,100,76,92,34,61,4
String4,67,100,36,82,60,5,37,66,38,100,50,73,25,56
String4,53,100,23,77,57,74,66,100,79,70,85,44,42,16
String4,27,100,74,40,54,100,59,84,91,57,64,43,32,33
String5,2,80,36,50,54,12,9,41,5,78,49,95,100,100
String2,48,95,94,100,100,73,75,47,41,25,5,41,1,94
String6,100,100,68,96,38,70,14,44,14,36,51,23,3,28
String8,58,100,89,44,53,100,21,63,62,36,87,80,25,91
String2,61,22,89,59,100,72,73,53,42,31,12,58,100,4
String1,75,29,79,71,91,100,100,82,74,68,48,57,21,58
String1,48,28,64,61,82,92,100,100,84,86,56,73,28,64
String3,36,90,86,100,87,73,47,49,92,44,100,16,53,1
String8,78,85,65,66,100,25,49,15,29,58,67,66,100,84
String4,69,100,31,73,39,55,89,62,100,84,63,57,31,28
String7,87,55,100,100,81,74,41,49,20,10,32,32,99,35
String1,100,100,92,85,75,71,58,57,58,42,33,28,8,14
String5,47,91,37,63,65,27,21,9,40,91,49,100,100,91
String7,96,45,100,100,99,79,83,60,63,45,42,36,21,33
String5,12,73,29,62,66,32,29,5,29,71,38,96,100,100
String8,84,93,20,100,22,50,44,22,54,59,100,95,27,97
String5,39,80,21,60,35,19,12,31,16,72,51,98,100,100
String4,52,100,29,73,47,19,42,69,37,100,54,90,30,88
String6,78,100,40,94,16,58,5,21,53,100,27,36,30
String2,89,47,100,89,87,74,61,45,37,15,14,43,100,1
String3,44,80,80,100,100,85,72,59,92,38,93,14,49,3
String4,80,100,60,76,26,52,28,46,11,97,29,100,24,100
String4,51,100,90,5,57,92,61,100,70,85,82,68,40,86
String8,95,68,77,100,21,76,60,38,68,15,29,53,100,81
String6,91,100,66,88,31,58,15,26,50,100,17,67,45,47
String2,34,64,52,100,58,57,37,16,24,20,61,1,100,5
String5,38,92,15,72,42,44,25,8,8,61,40,93,100,100
String5,27,92,22,53,58,28,18,32,13,85,50,98,100,100
String6,100,100,52,80,20,52,6,20,45,99,12,59,30,25
String7,96,40,100,60,66,58,27,41,20,35,54,42,100,46
String7,82,25,100,52,73,44,34,32,29,50,34,100,39
String1,48,30,67,65,85,100,100,84,75,65,51,47,25,34
String7,100,50,97,100,91,74,63,55,29,42,20,31,68,36
String1,14,55,40,61,59,100,58,62,59,21,100,14,48,5
String3,46,96,80,100,81,76,77,60,100,36,75,12,36,6
String8,67,38,66,62,30,38,8,30,45,63,100,90,58,100
String9,92,73,32,63,86,51,100,100,82,96,51,64,23,21
String0,34,76,41,7,62,100,33,95,74,49,100,83
String3,52,80,84,100,100,75,58,53,91,48,89,10,44,16
String0,33,93,8,58,20,35,78,21,100,55,94,93,48,100
String7,93,45,100,74,75,57,37,35,25,24,53,41,100,37
String8,100,75,95,100,24,81,38,44,69,8,45,33,96,64
String2,9,61,25,100,59,72,42,27,5,5,24,53,16,100
String9,65,96,81,66,100,100,40,92,71,64,93,45,65,5
String0,77,100,53,90,43,13,86,34,100,84,73,51,10,9
String9,38,13,71,34,94,61,100,90,63,100,44,76,73,53
String9,49,54,100,78,65,100,82,12,60,90,64,95,33,86
String1,45,61,48,82,100,100,97,78,72,51,45,24,33
String4,73,100,43,70,42,25,41,100,45,90,64,63,32,54
String6,100,100,71,95,30,64,1,27,32,82,19,54,51,48
String3,82,40,100,80,80,43,53,54,45,100,25,63,3,4
String2,74,28,100,69,99,79,63,59,28,28,57,100,2
String6,100,100,68,78,37,55,13,29,11,51,2,41,20,20
String0,22,98,75,4,18,55,100,36,84,89,34,100,21,46
String8,100,100,14,90,74,55,79,97,37,62,39,36,39,44
String0,67,97,19,74,30,34,79,32,100,76,58,100,10,73
String8,86,100,95,32,56,100,22,30,5,36,80,68,52,99
String9,76,82,34,77,84,55,100,100,85,77,52,38,25,3
String3,34,79,66,100,83,72,52,51,100,49,91,13,43,14
String8,68,73,45,100,8,20,37,38,92,72,85,100,7,81
String6,100,92,64,100,37,77,20,50,11,21,22,35,26,40
String6,85,100,56,72,42,39,55,7,100,95,30,46,37,23
String2,28,75,57,100,93,82,71,51,33,26,49,5,100,16
String0,31,88,5,50,4,8,57,100,30,100,71,56,100,92
String9,62,45,95,75,69,100,4,86,59,74,57,100,32,94
String7,89,41,94,87,100,100,98,80,75,68,50,59,25,60
String0,38,73,5,64,15,53,98,34,100,83,47,100,20,60
String8,56,83,28,61,90,23,24,22,40,100,72,72,100,72
String8,76,85,100,16,63,81,31,69,6,25,34,64,100,95
String4,3,100,4,83,56,15,31,60,28,100,42,91,26,88
String4,70,100,46,70,12,38,25,52,29,100,41,96,38,90
String6,65,100,25,93,56,11,16,60,100,20,50,28,9,1
String6,100,100,50,98,16,67,30,26,80,8,81,34,29,24
String4,13,100,8,93,66,8,41,57,40,100,50,82,25,69
String0,10,97,2,47,24,1,74,100,43,82,90,33,100,65
String1,28,55,63,78,100,100,75,71,56,42,35,13,25
String2,41,79,47,100,84,94,71,52,42,16,3,49,7,100
String7,80,30,100,74,81,82,43,75,4,39,44,16,100,20
String3,33,80,23,100,87,96,97,68,79,44,100,16,44,22
String4,45,100,1,67,24,69,24,100,48,73,98,80,53,90
String9,100,96,66,100,63,85,85,88,78,53,66,20,35,12
String6,100,100,62,83,36,57,23,26,42,81,10,43,23,18
String5,100,97,56,100,22,83,18,50,53,47,68,22,37,6
String2,36,69,33,100,64,85,43,48,21,6,19,57,100,20
String6,100,100,59,78,25,52,24,16,79,8,70,29,7,27
String7,95,52,100,100,79,83,44,67,8,45,3,30,84,38
String6,92,100,61,85,31,57,10,29,21,100,7,69,27,13
String5,93,91,40,100,15,79,23,36,72,53,100,21,57,6
String3,23,76,52,100,100,98,79,71,63,50,82,19,49,7
String2,28,71,43,100,76,79,49,47,11,21,50,1,100,4
String5,100,100,63,94,20,73,13,44,70,47,89,19,46,7
String6,100,100,54,90,17,66,35,16,5,66,66,29,22,47
String4,74,100,30,76,50,55,49,100,72,77,56,52,28,35
String3,39,81,72,100,100,77,71,51,95,43,95,16,50,1
String8,41,53,60,100,100,89,70,42,33,72,16,54,62,72
String2,84,34,100,67,85,60,44,31,19,26,20,64,13,100
String5,29,88,23,57,73,40,51,13,12,58,42,94,100,100
String3,11,84,52,100,100,96,83,66,72,50,87,16,45,11
String5,54,85,100,100,99,98,49,86,23,60,63,34,50,1
String7,94,46,100,100,97,82,62,48,30,17,18,34,74,38
String4,47,100,19,81,58,19,39,61,38,100,42,82,23,62
String3,13,78,45,100,97,87,69,58,76,47,100,15,49,19
String5,100,100,55,98,26,81,40,67,78,55,74,25,43,1
String1,32,29,55,63,78,100,100,90,75,88,50,84,25,80
String2,73,28,92,73,100,100,81,85,55,58,32,36,8,79
String5,100,97,66,100,30,88,24,55,54,59,61,27,38,1
String8,92,65,50,100,82,47,46,87,6,42,54,45,100,79
String8,9,32,60,62,80,100,6,93,36,56,100,27,57,25
String4,42,100,34,73,42,2,42,62,36,100,59,92,35,87
String8,78,40,100,97,78,69,39,44,100,7,35,37,22,73
String5,43,100,98,96,77,97,37,70,60,53,100,20,47,14
String9,100,74,46,65,78,36,100,78,88,80,58,78,28,88
String3,33,78,66,100,91,86,64,60,100,42,82,10,41,7
String0,10,86,44,33,80,9,100,65,64,100,22,74,32,20
String2,85,32,100,76,91,70,65,38,43,11,20,50,6,100
String7,84,40,100,76,71,65,33,32,5,28,42,44,100,46
String1,21,82,13,55,54,100,27,87,38,37,40,7,100,5
String1,65,46,91,50,100,50,62,52,23,4,2,12,5,100
String1,36,63,67,53,84,100,100,83,74,66,47,53,21,51
String4,10,100,24,93,61,37,69,35,100,57,80,34,70
String7,88,41,100,73,80,64,40,49,40,13,49,42,100,46
String7,89,41,100,89,93,100,62,84,31,64,27,17,54,34
String8,55,76,22,68,66,29,39,52,32,100,68,69,100,86
String1,52,37,73,76,94,100,100,75,75,53,49,35,22,28
String9,45,92,19,94,42,68,58,100,89,69,100,24,55,3
String0,27,100,2,56,12,8,62,100,33,94,79,46,94,72
String6,100,100,66,100,25,69,35,14,77,72,34,10,51
String6,38,76,58,100,21,65,27,44,100,22,45,36,22,8
String8,24,66,100,89,30,66,88,32,34,34,61,72,77,100
String2,37,100,57,91,47,50,22,20,17,33,17,66,4,100
String3,5,85,50,100,79,77,54,50,85,44,100,22,56,2
String8,93,100,5,96,42,65,85,32,58,14,36,47,100,74
String2,89,28,100,64,85,43,61,9,44,23,21,62,11,100
String5,43,99,8,68,73,74,62,25,7,49,20,96,100,100
String3,22,83,62,100,92,78,51,53,55,37,100,17,55,7
String6,100,100,44,91,7,60,24,46,99,24,41,30,19
String3,83,37,100,81,90,65,61,100,45,97,15,54,14,7
String2,76,24,100,65,97,61,63,40,31,6,5,51,2,100
String2,95,35,100,59,78,61,52,46,27,22,5,56,100,1
String6,100,100,57,78,25,53,12,26,30,88,7,65,28,21
String2,5,79,19,100,25,66,14,32,3,34,66,5,100,7
String0,50,86,17,60,27,21,70,9,100,37,91,70,63,100
String8,86,79,47,100,18,62,65,27,66,3,46,39,100,71
String9,38,96,49,68,74,100,24,87,91,80,100,30,54,32
String7,100,65,99,70,66,51,33,32,15,12,29,39,100,44
String5,69,10,54,67,37,47,14,13,17,54,34,92,100,100
String4,73,100,49,62,38,56,43,100,57,88,78,65,39,49
String3,40,84,61,100,87,83,53,60,96,47,100,23,55,5
String1,75,45,85,100,100,84,80,71,59,58,37,55,15,63
String1,44,60,77,47,99,100,100,84,75,75,50,75,24,100
String6,100,100,75,83,43,57,20,28,31,77,6,48,24,24
String9,100,99,56,100,31,65,87,73,98,90,94,48,61,13
String0,56,5,14,47,86,25,100,66,76,100,34,80,6,45
String2,19,88,62,100,100,81,83,48,47,23,6,18,72,1
String0,11,50,16,38,79,8,100,46,76,84,37,100,84
String2,32,76,70,100,100,72,66,38,7,19,33,59,18,91
String8,86,78,48,100,14,72,19,35,2,29,49,59,100,88
String0,24,87,62,7,61,100,44,80,100,29,93,7,36
String2,13,71,40,100,65,69,41,34,12,2,8,51,6,100
String6,100,100,51,85,18,58,28,17,78,1,68,20,8,12
String6,80,100,32,81,7,52,21,40,100,9,88,30,28,22
String1,58,4,67,42,83,79,100,100,98,81,66,65,34,66
String7,82,47,100,75,72,52,35,22,16,22,41,48,100,52
String9,97,66,77,100,8,96,67,69,72,100,73,92,36,86
String2,40,76,62,100,62,69,34,40,16,12,11,57,10,100
String2,25,76,45,100,77,66,57,25,9,3,7,53,6,100
String4,15,100,8,70,39,19,20,78,21,100,43,76,30,72
String5,21,100,12,66,64,49,52,10,16,72,43,94,100,94
String3,17,82,56,100,100,90,64,66,85,40,94,12,48,3
String4,39,100,82,22,55,100,63,62,99,62,81,59,40,60
String2,82,26,100,51,80,43,50,24,22,12,2,57,1,100
String2,30,81,70,100,69,65,39,31,5,7,18,52,100,4
String8,100,100,26,97,1,66,45,33,29,26,38,61,87,93
String5,21,85,8,46,61,47,39,13,11,66,35,98,100,100
String0,17,96,45,26,73,1,100,48,88,100,44,99,23,52
String8,73,98,95,16,60,84,29,70,45,35,100,69,88,100
String3,18,78,53,100,90,81,43,57,90,55,100,22,52,16
String0,9,86,1,51,27,11,76,100,39,84,83,37,100,69
String7,100,67,94,83,65,57,33,41,20,29,31,100,32
String3,35,98,76,100,80,72,67,54,100,34,77,9,35,7
String6,33,100,10,76,48,4,20,43,100,10,81,31,21,25
String7,10,78,40,100,100,99,70,53,29,12,7,45,70,55
String2,54,78,77,100,64,60,36,27,2,12,4,56,2,100
String1,36,35,56,68,78,100,100,94,76,80,51,70,25,70
String4,89,100,56,85,62,44,50,100,54,82,77,52,38,20
String0,7,86,62,15,20,62,100,31,96,73,53,100,8,78
String7,98,4,100,59,100,100,87,96,64,75,43,51,22,40
String7,99,50,100,100,91,54,57,32,69,13,70,28,31,23
String6,51,100,21,77,2,49,20,45,100,17,51,27,4,7
String0,63,77,30,100,59,12,13,67,100,37,88,83,34,88
String3,83,11,100,56,93,53,67,66,42,100,20,73,1,16
String8,100,66,56,100,23,73,77,34,65,24,55,58,73,77
String6,100,100,54,85,21,57,27,23,75,7,57,29,3,23
String6,100,100,62,86,30,66,7,41,12,36,59,18,17,25
String0,23,83,48,10,9,53,91,23,100,63,75,97,31,100
String8,39,76,74,40,83,2,11,50,35,100,67,73,100,81
String2,37,79,78,100,94,68,60,37,10,19,31,55,24,100
String3,22,75,47,100,74,82,47,53,84,44,100,17,54,9
String3,12,86,62,100,92,86,54,64,81,46,100,22,62,5
String9,79,97,100,9,73,89,87,100,95,79,63,60,30,57
String5,89,10,55,51,30,48,18,23,20,66,49,94,100,100
String1,71,39,81,74,99,100,100,78,75,53,50,28,26,11
String0,89,100,38,83,44,2,61,2,100,40,100,88,45,98
String9,64,60,76,100,13,99,39,75,100,87,98,44,65,6
String6,76,100,34,77,7,48,17,47,100,13,78,37,21,29
String1,35,61,54,100,58,76,54,31,78,100,6,36,5,8
String6,84,100,37,82,7,55,25,35,100,7,85,30,23,19
String3,44,83,70,100,93,77,59,50,93,44,100,16,53,3
String7,99,48,100,100,96,90,55,58,15,33,40,40,92,37
String8,72,83,49,100,61,58,82,17,25,33,100,61,75,92
String1,72,62,95,74,100,69,74,72,49,79,23,51,100
String2,23,63,31,100,64,84,54,45,28,10,5,50,3,100
String5,100,81,83,96,26,100,88,16,54,69,40,87,6,34
String9,22,77,89,62,98,100,32,87,68,63,100,55,81,11
String2,29,72,52,100,63,58,39,17,18,17,59,10,100,3
String3,12,76,47,100,100,98,97,72,52,54,74,30,52,5
String4,9,100,72,7,44,62,28,100,45,86,55,68,27,55
String7,96,45,98,100,100,97,83,77,62,60,39,52,17,55
String7,92,39,100,67,79,50,37,24,17,22,52,41,100,46
String8,31,93,12,78,71,36,31,21,33,100,65,69,100,78
String4,54,100,28,76,5,51,28,66,27,100,49,82,25,69
String3,12,82,41,100,84,84,54,51,88,43,100,10,50,6
String9,29,74,97,77,100,100,84,2,59,100,71,44,35,7
String7,98,40,100,78,88,59,42,32,28,14,47,41,100,42
String8,64,100,34,73,100,39,94,3,38,38,90,74,76,95
String5,100,97,50,100,12,88,6,48,37,47,78,25,50,2
String0,7,89,45,16,5,51,84,20,100,61,84,100,50,98
String3,49,86,50,100,100,96,81,66,82,40,87,9,38,22
String0,6,74,32,38,90,14,100,64,67,100,18,78,16,34
String8,77,60,77,100,10,90,15,49,40,8,32,34,100,55
String4,38,100,18,81,52,36,38,95,42,100,60,83,31,85
String7,99,51,100,100,96,72,59,56,16,41,24,39,81,50
String6,99,100,61,78,37,40,41,99,100,33,47,50,28
String5,33,100,66,28,40,55,12,1,10,46,44,84,100,92
String2,4,80,100,37,82,33,53,5,28,4,6,52,2,100
String2,79,31,94,68,100,100,88,94,62,74,39,51,18,64
String4,48,100,39,64,31,89,31,100,59,77,85,71,42,63
String0,84,81,39,100,66,9,18,60,100,33,89,80,36,92
String3,26,89,64,100,81,82,73,61,100,37,81,11,41,5
String0,31,88,6,58,14,13,64,100,33,96,77,49,100,81
String7,84,25,100,58,74,51,37,38,15,20,43,33,100,32
String3,42,79,67,100,78,79,71,60,100,39,85,10,41,14
String3,15,90,57,100,82,85,60,62,100,47,86,23,44,8
String4,15,97,76,33,46,95,59,100,100,83,83,87,41,97
String5,58,85,100,100,87,94,52,72,59,43,85,27,47,2
String5,32,95,100,100,55,95,71,7,45,73,33,78,7,11
String7,94,44,100,84,82,100,47,93,10,90,88,23,41,26
String7,95,50,100,100,86,90,49,66,15,49,23,32,76,41
String4,100,17,94,8,64,24,37,70,41,100,57,87,28,100
String5,66,94,100,100,81,96,50,81,47,50,54,19,26,12
